"","Survey","Platform","File_date","Participant","Please click the button below to agree to participate in this study.","Do you wish to complete the article evaluation instead of the study?","spiritually","meaningfulness","entrepreneurship","tranquillize","interrupting","malnourishment","pressure point","waterskiing","milk chocolate","brussels sprouts","look what the cat's dragged in","on the off-chance","head over heel","daylight saving time","throwaway remark","six of one and half a dozen of the other","take a back seat","felt-tipped pen","lip synchronization","sabre-toothed cat","in principle","interpretation","ignorance","collaborate","heavyhearted","bureaucratic","emergency","watch out","surcharge","telecommunication","cardiovascular","production cost","interior designer","assassination","law enforcement","surfboarding","bullseye","flight simulator","orange juice","spaghetti sauce","RPS_ID","Prolific_ID","Gender","Gender_Self_Describe","Age","Ed_years","Uni_years","Ed_years_calc","English_first","English_fluent","Dupe_spiritually","Dupe_meaningfulness","Dupe_entrepreneurship","Dupe_tranqualize","Dupe_interrupting","Dupe_malnourishment","Dupe_pressure_point","Dupe_waterskiing","Dupe_milk_chocolate","Dupe_brussel_sprouts","Dupe_look what the cat's dragged in","Dupe_on the off-chance","Dupe_head over heel","Dupe_daylight saving time","Dupe_throwaway remark","Dupe_six of one and half a dozen of the other","Dupe_take a back seat","Dupe_felt-tipped pen","Dupe_lip synchronization","Dupe_sabre-toothed cat","Thirty_plus","Incomplete","Do_not_know","Correlation","Exclude","Reverse"
"1756","List 7","Prolific","04-Jun-20","R_33dv3lS4ig5gkK4","I agree to participate in this study",NA,4,3,3,6,4,3,4,4,3,3,6,4,4,4,3,6,4,3,4,6,2,3,4,4,1,2,5,5,2,5,4,2,4,4,3,5,3,5,5,5,NA,"5e8a481d0a340d6f239a2fb8","Male",-99,"18",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.00454545454545455,0.452267142683388,FALSE,NA
"1757","List 7","Prolific","04-Jun-20","R_2Yx4dFfstjYUZjf","I agree to participate in this study",NA,1,4,2,6,5,5,4,1,5,1,4,1,5,1,1,4,2,5,5,5,2,2,4,4,3,1,4,3,1,3,1,2,4,4,4,5,4,4,5,5,NA,"5c6d7d611218960001b5d72e","Female",-99,"23",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00226757369614512,0.0090702947845805,0.544326124942341,FALSE,NA
"1758","List 7","Prolific","04-Jun-20","R_31NpzqWdCdSjri1","I agree to participate in this study",NA,1,1,4,1,2,3,2,5,5,4,5,2,1,4,1,5,5,5,4,4,1,1,1,1,3,4,1,1,1,3,4,2,4,5,2,4,3,5,5,5,NA,"5ea043fbbfbe190687467966","Male",-99,"19",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00909090909090909,0.00681818181818182,0.746529174001211,FALSE,NA
"1759","List 7","Prolific","04-Jun-20","R_W0PDOLFfA7AyVMt","I agree to participate in this study",NA,1,2,3,5,4,5,3,5,5,5,2,2,1,4,2,5,5,5,2,6,1,3,1,3,1,1,5,1,5,2,5,5,5,5,1,5,5,5,5,5,NA,"5d7bac754682cc001972df88","Female",-99,"40",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00226757369614512,0.072562358276644,0.632965276743272,FALSE,NA
"1760","List 7","Prolific","04-Jun-20","R_1Lpxxaselpu0HKF","I agree to participate in this study",NA,1,1,1,1,1,1,3,2,5,5,2,1,1,1,1,4,1,5,1,5,1,1,1,1,1,1,1,1,4,1,4,1,4,2,5,2,3,4,5,5,NA,"5e911d0f414b77123a973a57","Male",-99,"20",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0909090909090909,0.756099387889543,FALSE,NA
"1761","List 7","Prolific","04-Jun-20","R_vDExBJCfNoXYgHT","I agree to participate in this study",NA,1,4,2,5,2,5,3,5,5,6,3,2,6,2,1,4,2,3,4,4,2,4,3,5,1,1,5,3,5,5,5,5,5,5,5,5,1,5,5,5,NA,"5de00d05988d7c0877eaa15a","Male",-99,"25",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.140589569160998,0.405819210118287,FALSE,NA
"1762","List 7","Prolific","04-Jun-20","R_294vzETJOH5KjYp","I agree to participate in this study",NA,1,1,4,4,4,5,4,5,5,5,3,3,1,5,4,6,2,5,5,5,1,1,4,2,1,1,4,3,5,5,5,4,5,4,4,5,5,5,5,5,NA,"5e409e03bf231d2e7c0f6bd3","Female",-99,"19",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.125,0.770292924321737,FALSE,NA
"1763","List 7","Prolific","04-Jun-20","R_3QFbnwE2JWQDjmE","I agree to participate in this study",NA,2,3,4,5,5,5,5,5,5,5,4,4,3,4,4,4,5,4,4,5,5,4,3,5,5,3,5,4,4,5,3,-99,5,5,4,5,4,5,5,5,NA,"5e72ccca29405c222b61077b","Male",-99,"30",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.036281179138322,0.282242756283842,FALSE,NA
"1764","List 7","Prolific","04-Jun-20","R_2ux2eLH3fEUtxdZ","I agree to participate in this study",NA,1,1,2,3,3,4,3,5,5,5,1,1,2,2,1,1,2,5,2,5,2,1,2,3,2,2,2,2,3,3,3,3,3,2,3,4,2,4,5,5,NA,"5c463cbaffaac600015b0e1b","Female",-99,"43",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.183673469387755,0.749992012651504,FALSE,NA
"1765","List 7","Prolific","04-Jun-20","R_2YMqasmpJKmmmep","I agree to participate in this study",NA,1,1,4,3,5,2,4,5,5,5,1,1,1,4,1,4,1,5,4,5,1,3,3,3,1,4,4,1,5,4,5,5,5,5,5,5,4,5,5,5,NA,"5c2c6e432c45d400014a35e3","Male",-99,"37",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0909090909090909,0.719361727834875,FALSE,NA
"1766","List 7","Prolific","22-Jun-20","R_yxBmQXcETKyqnw5","I agree to participate in this study",NA,3,4,4,4,4,3,3,5,5,4,4,4,3,4,3,2,4,3,4,1,4,4,3,4,4,5,4,5,4,3,3,2,3,4,4,2,3,2,5,5,NA,"5ea4d368050d8e498579bb47","Male",-99,"20",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0,-0.174804850063805,TRUE,NA
"1767","List 7","Prolific","22-Jun-20","R_1QmdHTHvD7JhfFL","I agree to participate in this study",NA,1,2,2,3,4,3,3,5,5,5,3,2,2,3,2,4,3,5,3,4,3,2,2,3,3,3,3,4,4,2,4,4,5,4,4,5,5,5,4,5,NA,"5e8d26f37272440f7e78ba41","Female",-99,"24",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.125,0.811290756118899,FALSE,NA
"1768","List 7","Prolific","22-Jun-20","R_4MYAXcFDXx3y9oZ","I agree to participate in this study",NA,1,1,1,4,4,4,3,5,5,5,2,1,2,2,2,2,1,5,4,4,2,1,1,3,1,1,2,1,4,4,5,3,5,4,5,4,4,5,5,5,NA,"5beaf789650d4f00015b9e63","Female",-99,"34",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.211363636363636,0.822033392517324,FALSE,NA
"1769","List 7","Prolific","22-Jun-20","R_1HiftUgWA8PgvVo","I agree to participate in this study",NA,4,4,2,4,4,5,5,5,5,6,2,6,6,6,2,4,1,6,4,5,4,5,5,5,4,6,5,5,2,5,5,5,5,5,5,5,3,5,5,5,NA,"5eaf0662f5508c09b3ead5ef","Male",-99,"19",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.230068337129841,0.0914372816456601,TRUE,NA
"1770","List 7","Prolific","22-Jun-20","R_Y6snWQL0dqSqmzf","I agree to participate in this study",NA,1,1,2,3,3,4,4,5,5,6,2,3,4,2,6,5,3,6,2,6,2,2,2,3,2,3,3,2,6,3,5,3,4,3,3,4,5,5,5,5,NA,"5e4adb14496ba70319c891a3","Female",-99,"27",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.220454545454545,0.833413115681438,FALSE,NA
"1771","List 7","Prolific","22-Jun-20","R_6nzcX276Ig112i5","I agree to participate in this study",NA,1,2,2,2,2,5,2,5,5,5,2,3,4,4,2,2,3,5,4,5,3,3,1,3,3,4,4,3,4,4,4,5,4,5,5,5,5,5,5,5,NA,"5d02ed8f7a3c0f0015cd3230","Male",-99,"20",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0863636363636364,0.843984568626208,FALSE,NA
"1772","List 7","Prolific","22-Jun-20","R_2eP7TfvWq5Z8YeR","I agree to participate in this study",NA,4,4,4,2,4,4,2,5,5,5,1,1,1,1,2,1,1,5,3,4,1,1,1,4,2,1,2,1,1,4,1,5,5,4,4,4,1,1,5,5,NA,"5e7e729c1fe4f954c8b8abf6","Male",-99,"35",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0.175,0.50818053865981,FALSE,NA
"1773","List 7","Prolific","22-Jun-20","R_3MbWFQ0ogugPGiZ","I agree to participate in this study",NA,1,1,1,3,4,4,5,4,5,5,2,1,1,3,1,1,1,5,4,5,1,1,2,2,1,2,4,2,3,3,5,4,4,5,3,4,1,5,5,5,NA,"5dd3d566e05cad3b130de19a","Male",-99,"38",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.136674259681093,0.703396440962843,FALSE,NA
"1774","List 7","Prolific","22-Jun-20","R_XvyESFL8P35KBQ5","I agree to participate in this study",NA,1,1,2,3,3,4,4,5,5,5,2,1,2,3,6,6,2,5,4,5,1,2,2,3,2,3,4,3,3,4,4,3,4,4,3,4,4,4,5,5,NA,"5eb170b25b4ec1261a01a82c","Female",-99,"27",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.227272727272727,0.843087339455004,FALSE,NA
"1775","List 7","Prolific","22-Jun-20","R_zTKjTC8o0BGGtON","I agree to participate in this study",NA,1,2,5,5,3,2,2,5,5,3,4,5,3,5,4,6,5,4,4,5,5,2,2,5,5,2,2,2,1,5,6,2,5,5,2,5,2,5,5,5,NA,"5e7b6353dc81160236a24e36","Male",-99,"19",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0454545454545455,0.268595784543267,FALSE,NA
"1776","List 7","Prolific","22-Jun-20","R_1plYJ7uZZKwVNCQ","I agree to participate in this study",NA,1,1,2,1,2,5,5,5,5,5,1,1,1,1,1,3,2,5,5,5,1,1,1,1,1,3,1,1,5,5,5,3,1,5,5,5,5,3,5,5,NA,"5d47abcc2dc88900166f27c9","Male",-99,"54",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.1,0.729778356295423,FALSE,NA
"1777","List 7","Prolific","22-Jun-20","R_1jN6E4XyXml4DQO","I agree to participate in this study",NA,2,1,1,5,3,4,2,5,5,5,1,1,2,2,1,1,1,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,2,1,5,4,NA,"5e74ab627d5fd0428fc17ec3","Female",-99,"26",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.082004555808656,0.664312204332356,FALSE,NA
"1778","List 7","Prolific","22-Jun-20","R_9GlmpnwS8awidgJ","I agree to participate in this study",NA,3,3,3,3,4,4,3,4,4,4,2,2,2,4,2,2,2,4,4,4,2,2,4,4,2,4,4,3,3,4,4,2,4,4,3,4,3,4,4,4,NA,"5d1290103b20b0000102e8e3","Female",-99,"35",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0.0613636363636364,0.401978746952314,FALSE,NA
"1779","List 7","Prolific","22-Jun-20","R_1FydbvVtbNvtVWH","I agree to participate in this study",NA,1,2,1,3,6,5,5,2,5,5,5,6,1,1,1,1,2,6,2,1,2,2,4,3,5,1,3,5,3,5,5,1,2,5,2,2,4,4,5,5,NA,"5e2ffb0bacf5fe59b18f161d","Male",-99,"35",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.00681818181818182,0.272288108681523,FALSE,NA
"1780","List 7","Prolific","22-Jun-20","R_1nTlpnIS0r5CbFM","I agree to participate in this study",NA,1,5,1,5,5,5,5,3,5,5,1,1,1,5,3,6,4,5,4,5,2,1,3,3,1,4,3,2,3,2,2,5,5,5,5,5,5,5,5,5,NA,"5d5c0b387e617900191f0d2d","Male",-99,"18",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227790432801822,0.277904328018223,0.796630687899253,FALSE,NA
"1781","List 7","Prolific","06-Jul-20","R_0rlDnBvFqm3VoCR","I agree to participate in this study",NA,3,5,1,6,5,6,5,1,5,1,5,6,5,5,5,1,5,6,5,1,6,6,5,3,5,6,4,5,6,5,6,6,1,3,6,1,3,6,5,5,NA,"5e00522ff87bcac54e1e331d","Female",-99,"20",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0.609090909090909,-0.227125967733508,TRUE,NA
"1782","List 7","Prolific","06-Jul-20","R_DVmbwbuZr1ALsl3","I agree to participate in this study",NA,2,4,4,4,5,4,3,5,4,5,4,2,3,3,2,5,4,5,5,5,2,1,1,3,1,1,4,2,1,3,1,5,3,1,5,5,3,1,5,5,NA,"5e85a5bc9722560009b2440f","Male",-99,"42",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0.533061626676194,FALSE,NA
"1783","List 7","Prolific","06-Jul-20","R_1N9fBxWQv9iyEBH","I agree to participate in this study",NA,5,1,5,5,5,5,5,5,5,5,1,1,1,6,1,1,1,5,5,3,1,1,5,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,NA,"5c60501d767686000100150c","Female",-99,"52",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.250569476082005,0.699666471113901,FALSE,NA
"1784","List 7","Prolific","06-Jul-20","R_0fxImNuj68bLhkt","I agree to participate in this study",NA,1,2,5,5,5,5,4,5,5,5,3,1,3,4,3,2,4,5,5,5,1,2,1,2,1,1,4,2,5,2,3,5,5,4,3,5,5,5,5,5,NA,"5b101257d282ff00015bdadb","Female",-99,"53",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.147727272727273,0.815899168836509,FALSE,NA
"1785","List 7","Prolific","06-Jul-20","R_sImwkg3vLGnZmzn","I agree to participate in this study",NA,1,1,3,4,5,5,5,5,5,5,6,1,1,5,2,6,3,5,5,6,1,3,1,3,1,1,3,6,5,3,5,3,6,5,4,5,6,5,5,5,NA,"5da956c25a994b001650f1e3","Female",-99,"25",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.497727272727273,0.800852203623075,FALSE,NA
"1786","List 7","Prolific","06-Jul-20","R_1YyHpO3oSFjvcYx","I agree to participate in this study",NA,1,2,2,5,5,6,2,5,5,6,1,2,2,3,1,4,1,6,3,2,2,2,5,5,2,5,5,5,2,5,5,5,5,5,4,3,1,3,5,5,NA,"5e028d65d52c7be0c2b0cd7f","Male",-99,"25",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0.102272727272727,0.1155303006055,TRUE,NA
"1787","List 7","Prolific","06-Jul-20","R_2PkckFJ2Fby57ep","I agree to participate in this study",NA,2,2,2,4,3,4,1,5,5,5,5,2,2,2,1,1,1,5,4,5,1,1,1,1,5,5,1,1,1,2,1,1,3,1,1,5,5,1,5,5,NA,"5c42329384ef0f00011882ca","Male",-99,"22",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0409090909090909,0.408244486802877,FALSE,NA
"1788","List 7","Prolific","06-Jul-20","R_2e3ZePpU9mX1UfO","I agree to participate in this study",NA,1,3,4,5,5,5,3,5,5,5,2,3,2,5,4,2,2,5,2,6,5,3,3,5,1,2,3,4,3,5,4,3,5,5,5,5,4,5,5,5,NA,"5e8b765e88065404c4d50fe2","Male",-99,"37",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.313636363636364,0.513547199965168,FALSE,NA
"1789","List 7","Prolific","06-Jul-20","R_22xC8nWkjNr0VpL","I agree to participate in this study",NA,1,1,1,1,1,1,5,5,5,6,5,1,2,1,4,2,2,5,4,3,1,1,1,2,1,1,2,2,2,2,3,2,3,5,1,5,5,5,5,5,NA,"5c1cfb57e2d9150001b5975b","Male",-99,"20",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0727272727272727,0.842891483503434,FALSE,NA
"1790","List 7","Prolific","06-Jul-20","R_3GvnGMz9jt4HI2w","I agree to participate in this study",NA,1,1,1,2,3,2,2,4,5,5,2,1,2,2,1,1,2,6,4,5,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,4,2,5,5,5,NA,"563bb259be9cac0005aab7ab","Male",-99,"34",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0432801822323462,0.760479091641388,FALSE,NA
"1791","List 7","Prolific","06-Jul-20","R_3G9QABJrrq1UOV7","I agree to participate in this study",NA,1,1,4,5,5,4,4,5,5,5,1,3,1,5,1,5,1,5,6,3,3,3,1,3,1,1,1,4,5,5,4,5,5,5,4,5,1,5,5,5,NA,"5c2c62542c45d400014a32e6","Male",-99,"26",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0.297727272727273,0.556243204435934,FALSE,NA
"1792","List 7","Prolific","16-Jul-20","R_2Br3A7SJpwrfDzx","I agree to participate in this study",NA,3,5,5,6,4,2,5,5,5,6,5,5,5,5,3,3,5,1,1,4,3,5,5,5,6,5,5,5,6,5,5,5,3,5,5,5,5,1,5,5,NA,"5cafc611e3d149001843e3fa","Male",-99,"21",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.1,-0.113917027044315,TRUE,NA
"1793","List 7","Prolific","16-Jul-20","R_3j1CXtVRIqhZ7FE","I agree to participate in this study",NA,3,3,4,5,5,5,5,5,5,5,2,2,1,4,1,5,2,5,4,3,1,2,3,4,2,3,5,4,5,4,5,5,5,4,5,5,4,5,5,5,NA,"5cdad620eae6f70019d4e950","Male",-99,"31",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00228310502283105,0.171232876712329,0.746132290886918,FALSE,NA
"1794","List 7","Prolific","16-Jul-20","R_1guWfO9Le2uhm35","I agree to participate in this study",NA,2,2,4,4,5,5,3,5,4,5,1,2,1,5,2,1,2,1,4,5,2,4,4,4,3,4,5,5,5,5,2,5,5,5,5,4,3,5,4,3,NA,"5eaac271dd8b5e023d59ad16","Male",-99,"20",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0.0363636363636364,0.165268346230599,TRUE,NA
"1795","List 7","Prolific","16-Jul-20","R_1NkLNJJE63jOuLh","I agree to participate in this study",NA,1,1,5,5,1,5,5,5,5,5,5,1,1,6,6,5,5,5,5,5,6,1,1,5,1,6,1,1,6,5,5,1,5,5,6,5,1,5,5,5,NA,"5dd46163c0823f4503b59566","Male",-99,"21",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.397727272727273,0.535464266777225,FALSE,NA
"1796","List 7","Prolific","16-Jul-20","R_25Fupq6UaUc189B","I agree to participate in this study",NA,1,1,2,4,2,3,3,4,5,5,1,1,1,3,1,2,2,5,3,5,3,2,2,3,1,3,3,3,4,3,5,3,4,3,4,4,5,4,5,5,NA,"5ea97b49b27dc9073e665286","Female",-99,"30",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.218678815489749,0.773702879883972,FALSE,NA
"1797","List 7","Prolific","16-Jul-20","R_2WZuK92XEKyQ2gf","I agree to participate in this study",NA,1,5,5,1,5,4,5,5,5,6,5,5,3,5,6,6,1,6,5,1,4,5,5,3,2,4,2,5,6,5,5,4,5,5,5,5,3,5,5,5,NA,"5ab0b347e1546900019b16aa","Male",-99,"21",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00454545454545455,0.222727272727273,0.349906154955208,FALSE,NA
"1798","List 7","Prolific","16-Jul-20","R_1jjhMv6brgAtOvr","I agree to participate in this study",NA,1,1,2,1,1,2,3,4,5,5,6,1,4,1,1,4,5,5,4,4,3,1,1,2,1,2,2,1,1,4,4,4,2,3,1,5,1,5,5,5,NA,"5e6700ddfc8a90489b4f5b92","Male",-99,"19",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0613636363636364,0.582184628122071,FALSE,NA
"1799","List 7","Prolific","16-Jul-20","R_1H2aqQTq6MhqPHV","I agree to participate in this study",NA,1,1,1,3,5,1,1,5,5,5,5,1,1,3,1,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,4,2,1,5,3,5,1,2,5,5,NA,"5dcc8459bfb31a920381996e","Male",-99,"21",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.163636363636364,0.682042356761629,FALSE,NA
"1800","List 7","Prolific","29-Jul-20","R_yIl4h9GOByQoHdv","I agree to participate in this study",NA,1,3,1,5,1,5,5,5,2,6,1,2,3,1,2,5,1,5,1,3,1,2,5,2,4,3,5,1,5,1,5,4,3,4,1,5,2,1,1,5,NA,"5bda1da4d6fef5000181aab2","Male",-99,"33",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0181818181818182,-0.0108374883499383,TRUE,NA
"1801","List 7","Prolific","29-Jul-20","R_Ugo6Z8gN99aLTQR","I agree to participate in this study",NA,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,3,1,1,3,3,1,5,2,1,3,1,3,5,5,NA,"5ce0915efd65950019a59a93","Female",-99,"33",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227790432801822,0.175398633257403,0.621580760863917,FALSE,NA
"1802","List 7","Prolific","29-Jul-20","R_3nDvJVYdkdtL2TW","I agree to participate in this study",NA,1,1,1,2,2,4,2,5,5,5,2,1,3,1,1,2,3,5,4,5,2,2,2,2,4,1,3,3,1,2,3,1,2,2,2,5,5,4,5,5,NA,"5eb415e40b324a222db46f01","Male",-99,"43",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0478359908883827,0.591337368503067,FALSE,NA
"1803","List 7","Prolific","29-Jul-20","R_3PMDMDFyFa8vTGr","I agree to participate in this study",NA,1,1,1,2,2,2,4,3,5,5,1,6,1,1,1,6,4,5,3,6,2,1,1,3,1,2,1,2,3,5,3,4,5,5,4,5,3,5,5,5,NA,"5e9bf01f1c2490104b3f60ff","Female",-99,"28",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.184090909090909,0.816584468941772,FALSE,NA
"1804","List 7","Prolific","29-Jul-20","R_87l0vlYZDCPBHy1","I agree to participate in this study",NA,1,2,3,2,3,4,2,5,5,5,6,6,1,6,3,6,3,6,3,4,3,3,3,4,3,3,4,3,4,3,5,4,4,4,3,4,5,2,5,5,NA,"5a820545b093f80001a7bcbc","Female",-99,"21",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.290909090909091,0.453195067098488,FALSE,NA
